match_id,innings,over,ball,batting_team,bowling_team,batsman,bowler,runs_off_bat,extras,total_runs,is_wicket,dismissal_kind,player_dismissed,Current_Score
1,1,6,6,Mumbai Titans,Delhi Strikers,S. Iyer,P. Dubey,0,0,0,1,caught & bowled,S. Iyer,
1,1,7,1,Mumbai Titans,Delhi Strikers,H. Pandya,K. Rabada,0,0,0,0,,,
1,1,7,2,Mumbai Titans,Delhi Strikers,H. Pandya,K. Rabada,1,0,1,0,,,
1,1,7,3,Mumbai Titans,Delhi Strikers,H. Pandya,P. Dubey,0,0,0,0,,,
1,1,7,4,Mumbai Titans,Delhi Strikers,H. Pandya,R. Ashwin,0,0,0,0,,,
1,1,7,5,Mumbai Titans,Delhi Strikers,H. Pandya,K. Rabada,0,0,0,0,,,
1,1,7,6,Mumbai Titans,Delhi Strikers,H. Pandya,R. Ashwin,4,0,4,0,,,
1,1,8,1,Mumbai Titans,Delhi Strikers,H. Pandya,K. Rabada,0,0,0,0,,,
1,1,8,2,Mumbai Titans,Delhi Strikers,H. Pandya,K. Rabada,0,0,0,0,,,
1,1,8,3,Mumbai Titans,Delhi Strikers,H. Pandya,R. Ashwin,0,0,0,0,,,
1,1,8,4,Mumbai Titans,Delhi Strikers,H. Pandya,K. Rabada,1,0,1,0,,,
1,1,8,5,Mumbai Titans,Delhi Strikers,H. Pandya,K. Rabada,0,0,0,1,bowled,H. Pandya,
1,1,8,6,Mumbai Titans,Delhi Strikers,K. Pollard,A. Nortje,0,0,0,0,,,
1,1,9,1,Mumbai Titans,Delhi Strikers,K. Pollard,R. Ashwin,4,0,4,1,run out,K. Pollard,
1,1,9,2,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,4,0,4,0,,,
1,1,9,3,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,1,0,1,0,,,
1,1,9,4,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,6,0,6,0,,,
1,1,9,5,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,0,0,0,0,,,
1,1,9,6,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,0,0,0,0,,,
1,1,10,1,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,0,0,0,0,,,
1,1,10,2,Mumbai Titans,Delhi Strikers,I. Kishan,R. Ashwin,0,0,0,0,,,
1,1,10,3,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,0,0,0,0,,,
1,1,10,4,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,1,0,1,0,,,
1,1,10,5,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,0,0,0,0,,,
1,1,10,6,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,1,0,1,0,,,
1,1,11,1,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,1,0,1,0,,,
1,1,11,2,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,1,0,1,0,,,
1,1,11,3,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,4,0,4,0,,,
1,1,11,4,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,1,0,1,0,,,
1,1,11,5,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,0,0,0,0,,,
1,1,11,6,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,4,0,4,0,,,
1,1,12,1,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,2,0,2,0,,,
1,1,12,2,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,1,0,1,0,,,
1,1,12,3,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,1,0,1,0,,,
1,1,12,4,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,0,0,0,0,,,
1,1,12,5,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,0,0,0,0,,,
1,1,12,6,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,2,0,2,0,,,
1,1,13,1,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,0,0,0,0,,,
1,1,13,2,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,1,0,1,0,,,
1,1,13,3,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,0,1,1,0,,,
1,1,13,4,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,4,0,4,0,,,
1,1,13,5,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,0,0,0,0,,,
1,1,13,6,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,2,0,2,0,,,
1,1,14,1,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,6,0,6,0,,,
1,1,14,2,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,0,0,0,0,,,
1,1,14,3,Mumbai Titans,Delhi Strikers,I. Kishan,R. Ashwin,3,0,3,0,,,
1,1,14,4,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,0,0,0,0,,,
1,1,14,5,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,4,0,4,0,,,
1,1,14,6,Mumbai Titans,Delhi Strikers,I. Kishan,R. Ashwin,0,0,0,0,,,
1,1,15,1,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,0,0,0,0,,,
1,1,15,2,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,6,0,6,0,,,
1,1,15,3,Mumbai Titans,Delhi Strikers,I. Kishan,R. Ashwin,1,0,1,0,,,
1,1,15,4,Mumbai Titans,Delhi Strikers,I. Kishan,K. Rabada,0,0,0,0,,,
1,1,15,5,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,0,0,0,0,,,
1,1,15,6,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,1,0,1,0,,,
1,1,16,1,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,0,1,1,0,,,
1,1,16,2,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,4,0,4,0,,,
1,1,16,3,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,1,2,3,0,,,
1,1,16,4,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,4,0,4,0,,,
1,1,16,5,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,1,0,1,0,,,
1,1,16,6,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,2,0,2,0,,,
1,1,17,1,Mumbai Titans,Delhi Strikers,I. Kishan,R. Ashwin,4,0,4,0,,,
1,1,17,2,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,1,0,1,0,,,
1,1,17,3,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,1,0,1,0,,,
1,1,17,4,Mumbai Titans,Delhi Strikers,I. Kishan,R. Ashwin,1,0,1,0,,,
1,1,17,5,Mumbai Titans,Delhi Strikers,I. Kishan,A. Nortje,4,0,4,0,,,
1,1,17,6,Mumbai Titans,Delhi Strikers,I. Kishan,P. Dubey,1,0,1,0,,,
1,1,18,1,Mumbai Titans,Delhi Strikers,I. Kishan,I. Sharma,0,0,0,1,caught,I. Kishan,
1,1,18,2,Mumbai Titans,Delhi Strikers,K. Ahmed,R. Ashwin,3,0,3,0,,,
1,1,18,3,Mumbai Titans,Delhi Strikers,K. Ahmed,P. Dubey,0,0,0,0,,,
1,1,18,4,Mumbai Titans,Delhi Strikers,K. Ahmed,A. Nortje,0,0,0,0,,,
1,1,18,5,Mumbai Titans,Delhi Strikers,K. Ahmed,K. Rabada,4,0,4,0,,,
1,1,18,6,Mumbai Titans,Delhi Strikers,K. Ahmed,P. Dubey,1,0,1,0,,,
1,1,19,1,Mumbai Titans,Delhi Strikers,K. Ahmed,K. Rabada,1,0,1,0,,,
1,1,19,2,Mumbai Titans,Delhi Strikers,K. Ahmed,P. Dubey,2,0,2,0,,,
1,1,19,3,Mumbai Titans,Delhi Strikers,K. Ahmed,P. Dubey,4,0,4,0,,,
1,1,19,4,Mumbai Titans,Delhi Strikers,K. Ahmed,P. Dubey,1,0,1,0,,,
1,1,19,5,Mumbai Titans,Delhi Strikers,K. Ahmed,R. Ashwin,0,0,0,0,,,
1,1,19,6,Mumbai Titans,Delhi Strikers,K. Ahmed,P. Dubey,1,0,1,0,,,
1,2,0,1,Delhi Strikers,Mumbai Titans,S. Dhawan,R. Chahar,0,0,0,0,,,
1,2,0,2,Delhi Strikers,Mumbai Titans,S. Dhawan,J. Bumrah,0,0,0,0,,,
1,2,0,3,Delhi Strikers,Mumbai Titans,S. Dhawan,T. Boult,0,0,0,0,,,
1,2,0,4,Delhi Strikers,Mumbai Titans,S. Dhawan,K. Ahmed,0,0,0,0,,,
1,2,0,5,Delhi Strikers,Mumbai Titans,S. Dhawan,P. Chawla,6,4,10,0,,,
1,2,0,6,Delhi Strikers,Mumbai Titans,S. Dhawan,K. Ahmed,0,0,0,0,,,
1,2,1,1,Delhi Strikers,Mumbai Titans,S. Dhawan,K. Ahmed,1,0,1,0,,,
1,2,1,2,Delhi Strikers,Mumbai Titans,S. Dhawan,T. Boult,1,0,1,0,,,
1,2,1,3,Delhi Strikers,Mumbai Titans,S. Dhawan,K. Ahmed,0,0,0,0,,,
1,2,1,4,Delhi Strikers,Mumbai Titans,S. Dhawan,T. Boult,4,0,4,0,,,
1,2,1,5,Delhi Strikers,Mumbai Titans,S. Dhawan,P. Chawla,0,0,0,0,,,
1,2,1,6,Delhi Strikers,Mumbai Titans,S. Dhawan,J. Bumrah,0,0,0,0,,,
1,2,2,1,Delhi Strikers,Mumbai Titans,S. Dhawan,T. Boult,0,0,0,0,,,
1,2,2,2,Delhi Strikers,Mumbai Titans,S. Dhawan,R. Chahar,0,0,0,0,,,
1,2,2,3,Delhi Strikers,Mumbai Titans,S. Dhawan,K. Ahmed,0,0,0,1,stumped,S. Dhawan,
1,2,2,4,Delhi Strikers,Mumbai Titans,P. Shaw,J. Bumrah,6,0,6,0,,,
1,2,2,5,Delhi Strikers,Mumbai Titans,P. Shaw,J. Bumrah,3,0,3,0,,,
1,2,2,6,Delhi Strikers,Mumbai Titans,P. Shaw,J. Bumrah,1,0,1,0,,,
1,2,3,1,Delhi Strikers,Mumbai Titans,P. Shaw,J. Bumrah,1,0,1,0,,,
1,2,3,2,Delhi Strikers,Mumbai Titans,P. Shaw,R. Chahar,0,0,0,0,,,
1,2,3,3,Delhi Strikers,Mumbai Titans,P. Shaw,J. Bumrah,4,0,4,0,,,
1,2,3,4,Delhi Strikers,Mumbai Titans,P. Shaw,P. Chawla,0,0,0,0,,,
1,2,3,5,Delhi Strikers,Mumbai Titans,P. Shaw,K. Ahmed,1,0,1,0,,,
1,2,3,6,Delhi Strikers,Mumbai Titans,P. Shaw,T. Boult,0,0,0,0,,,
1,2,4,1,Delhi Strikers,Mumbai Titans,P. Shaw,P. Chawla,4,0,4,0,,,
1,2,4,2,Delhi Strikers,Mumbai Titans,P. Shaw,J. Bumrah,1,0,1,0,,,
1,2,4,3,Delhi Strikers,Mumbai Titans,P. Shaw,P. Chawla,2,1,3,0,,,
1,2,4,4,Delhi Strikers,Mumbai Titans,P. Shaw,K. Ahmed,6,0,6,0,,,
1,2,4,5,Delhi Strikers,Mumbai Titans,P. Shaw,T. Boult,1,0,1,0,,,
1,2,4,6,Delhi Strikers,Mumbai Titans,P. Shaw,R. Chahar,1,0,1,0,,,
1,2,5,1,Delhi Strikers,Mumbai Titans,P. Shaw,K. Ahmed,1,0,1,0,,,
1,2,5,2,Delhi Strikers,Mumbai Titans,P. Shaw,T. Boult,4,0,4,0,,,
1,2,5,3,Delhi Strikers,Mumbai Titans,P. Shaw,T. Boult,3,0,3,0,,,
1,2,5,4,Delhi Strikers,Mumbai Titans,P. Shaw,R. Chahar,0,0,0,0,,,
1,2,5,5,Delhi Strikers,Mumbai Titans,P. Shaw,T. Boult,1,0,1,0,,,
1,2,5,6,Delhi Strikers,Mumbai Titans,P. Shaw,P. Chawla,0,0,0,1,caught,P. Shaw,
1,2,6,1,Delhi Strikers,Mumbai Titans,R. Pant,J. Bumrah,0,0,0,0,,,
1,2,6,2,Delhi Strikers,Mumbai Titans,R. Pant,T. Boult,1,0,1,0,,,
1,2,6,3,Delhi Strikers,Mumbai Titans,R. Pant,J. Bumrah,0,0,0,0,,,
1,2,6,4,Delhi Strikers,Mumbai Titans,R. Pant,R. Chahar,1,0,1,0,,,
1,2,6,5,Delhi Strikers,Mumbai Titans,R. Pant,R. Chahar,0,0,0,0,,,
1,2,6,6,Delhi Strikers,Mumbai Titans,R. Pant,K. Ahmed,0,0,0,0,,,
1,2,7,1,Delhi Strikers,Mumbai Titans,R. Pant,T. Boult,0,0,0,0,,,
1,2,7,2,Delhi Strikers,Mumbai Titans,R. Pant,T. Boult,0,0,0,0,,,
1,2,7,3,Delhi Strikers,Mumbai Titans,R. Pant,P. Chawla,6,0,6,0,,,
1,2,7,4,Delhi Strikers,Mumbai Titans,R. Pant,J. Bumrah,4,0,4,0,,,
1,2,7,5,Delhi Strikers,Mumbai Titans,R. Pant,R. Chahar,0,0,0,0,,,
1,2,7,6,Delhi Strikers,Mumbai Titans,R. Pant,J. Bumrah,1,0,1,0,,,
1,2,8,1,Delhi Strikers,Mumbai Titans,R. Pant,K. Ahmed,0,1,1,0,,,
1,2,8,2,Delhi Strikers,Mumbai Titans,R. Pant,R. Chahar,0,0,0,0,,,
1,2,8,3,Delhi Strikers,Mumbai Titans,R. Pant,K. Ahmed,0,0,0,0,,,
1,2,8,4,Delhi Strikers,Mumbai Titans,R. Pant,P. Chawla,1,0,1,0,,,
1,2,8,5,Delhi Strikers,Mumbai Titans,R. Pant,P. Chawla,4,0,4,0,,,
1,2,8,6,Delhi Strikers,Mumbai Titans,R. Pant,P. Chawla,2,0,2,0,,,
1,2,9,1,Delhi Strikers,Mumbai Titans,R. Pant,T. Boult,2,0,2,0,,,
1,2,9,2,Delhi Strikers,Mumbai Titans,R. Pant,R. Chahar,4,0,4,0,,,
1,2,9,3,Delhi Strikers,Mumbai Titans,R. Pant,P. Chawla,0,0,0,0,,,
1,2,9,4,Delhi Strikers,Mumbai Titans,R. Pant,T. Boult,1,0,1,0,,,
1,2,9,5,Delhi Strikers,Mumbai Titans,R. Pant,T. Boult,0,0,0,1,run out,R. Pant,
1,2,9,6,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,1,1,2,0,,,
1,2,10,1,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,0,0,0,0,,,
1,2,10,2,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,1,0,1,0,,,
1,2,10,3,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,0,0,0,0,,,
1,2,10,4,Delhi Strikers,Mumbai Titans,M. Stoinis,T. Boult,0,0,0,0,,,
1,2,10,5,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,4,0,4,0,,,
1,2,10,6,Delhi Strikers,Mumbai Titans,M. Stoinis,R. Chahar,1,0,1,0,,,
1,2,11,1,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,0,0,0,0,,,
1,2,11,2,Delhi Strikers,Mumbai Titans,M. Stoinis,R. Chahar,1,1,2,0,,,
1,2,11,3,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,1,2,3,0,,,
1,2,11,4,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,0,0,0,0,,,
1,2,11,5,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,4,0,4,0,,,
1,2,11,6,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,6,0,6,0,,,
1,2,12,1,Delhi Strikers,Mumbai Titans,M. Stoinis,R. Chahar,1,0,1,0,,,
1,2,12,2,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,0,0,0,0,,,
1,2,12,3,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,0,0,0,0,,,
1,2,12,4,Delhi Strikers,Mumbai Titans,M. Stoinis,J. Bumrah,6,0,6,0,,,
1,2,12,5,Delhi Strikers,Mumbai Titans,M. Stoinis,J. Bumrah,1,0,1,0,,,
1,2,12,6,Delhi Strikers,Mumbai Titans,M. Stoinis,T. Boult,1,0,1,0,,,
1,2,13,1,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,2,0,2,0,,,
1,2,13,2,Delhi Strikers,Mumbai Titans,M. Stoinis,R. Chahar,1,0,1,0,,,
1,2,13,3,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,2,0,2,0,,,
1,2,13,4,Delhi Strikers,Mumbai Titans,M. Stoinis,J. Bumrah,1,0,1,0,,,
1,2,13,5,Delhi Strikers,Mumbai Titans,M. Stoinis,J. Bumrah,1,0,1,0,,,
1,2,13,6,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,4,0,4,0,,,
1,2,14,1,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,4,0,4,0,,,
1,2,14,2,Delhi Strikers,Mumbai Titans,M. Stoinis,P. Chawla,0,0,0,0,,,
1,2,14,3,Delhi Strikers,Mumbai Titans,M. Stoinis,T. Boult,4,0,4,0,,,
1,2,14,4,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,0,0,0,0,,,
1,2,14,5,Delhi Strikers,Mumbai Titans,M. Stoinis,J. Bumrah,0,0,0,0,,,
1,2,14,6,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,4,0,4,0,,,
1,2,15,1,Delhi Strikers,Mumbai Titans,M. Stoinis,R. Chahar,1,0,1,0,,,
1,2,15,2,Delhi Strikers,Mumbai Titans,M. Stoinis,R. Chahar,4,0,4,0,,,
1,2,15,3,Delhi Strikers,Mumbai Titans,M. Stoinis,K. Ahmed,0,0,0,1,caught & bowled,M. Stoinis,
1,2,15,4,Delhi Strikers,Mumbai Titans,S. Hetmyer,K. Ahmed,1,0,1,0,,,
1,2,15,5,Delhi Strikers,Mumbai Titans,S. Hetmyer,T. Boult,1,1,2,0,,,
1,2,15,6,Delhi Strikers,Mumbai Titans,S. Hetmyer,J. Bumrah,4,0,4,0,,,
1,2,16,1,Delhi Strikers,Mumbai Titans,S. Hetmyer,K. Ahmed,0,0,0,0,,,
1,2,16,2,Delhi Strikers,Mumbai Titans,S. Hetmyer,T. Boult,0,0,0,0,,,
1,2,16,3,Delhi Strikers,Mumbai Titans,S. Hetmyer,P. Chawla,4,0,4,0,,,
1,2,16,4,Delhi Strikers,Mumbai Titans,S. Hetmyer,P. Chawla,1,0,1,0,,,
1,2,16,5,Delhi Strikers,Mumbai Titans,S. Hetmyer,K. Ahmed,6,1,7,0,,,
1,2,16,6,Delhi Strikers,Mumbai Titans,S. Hetmyer,R. Chahar,6,0,6,0,,,
1,2,17,1,Delhi Strikers,Mumbai Titans,S. Hetmyer,J. Bumrah,4,0,4,0,,,
1,2,17,2,Delhi Strikers,Mumbai Titans,S. Hetmyer,T. Boult,0,0,0,1,bowled,S. Hetmyer,
1,2,17,3,Delhi Strikers,Mumbai Titans,A. Patel,R. Chahar,1,0,1,0,,,
1,2,17,4,Delhi Strikers,Mumbai Titans,A. Patel,K. Ahmed,2,0,2,0,,,
